cve_entidad	desc_entidad	cve_municipio	desc_municipio	id_indicador	indicador	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2005/t1	2005/t2	2005/t3	2005/t4	2006	2006/t1	2006/t2	2006/t3	2006/t4	2007	2007/t1	2007/t2	2007/t3	2007/t4	2008	2008/t1	2008/t2	2008/t3	2008/t4	2009	2009/t1	2009/t2	2009/t3	2009/t4	2010	2010/t1	2010/t2	2010/t3	2010/t4	2011	2011/t1	2011/t2	2011/t3	2011/t4	2012	2012/t1	2012/t2	2012/t3	2012/t4	2013	2013/t1	2013/t2	2013/t3	2013/t4	2014	2014/t1	2014/t2	2014/t3	2014/t4	2015	2015/t1	2015/t2	2015/t3	2015/t4	2016	2016/t1	2016/t2	2016/t3	2016/t4	2017	2017/t1	2017/t2	2017/t3	2017/t4	2018	2018/t1	2018/t2	2018/t3	2018/t4	2019	2019/t1	2019/t2	2019/t3	2019/t4	2020	2020/t1	2020/t3	2020/t4	2021	2021/t1	2021/t2	2021/t3	2021/t4	2022	2022/t1	2022/t2	2022/t3	2022/t4	2023	2023/t1	2023/t2	2023/t3	2023/t4	2024/t1	2024/t2	2024/t3	2024/t4	2025/t1	unidad_medida
09	Ciudad de México	0	Estatal	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														41.504735																									45.4216574767199																								Porcentaje
09	Ciudad de México	0	Estatal	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														58.495265																									54.5783425232801																								Porcentaje
09	Ciudad de México	0	Estatal	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														35.156404																									37.1352032585108																								Porcentaje
09	Ciudad de México	0	Estatal	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														96.5877																									98.1633379883746																								Porcentaje
09	Ciudad de México	0	Estatal	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														95.436805																									97.4153862514155																								Porcentaje
09	Ciudad de México	0	Estatal	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.3260247																									0.2143010819659																								Porcentaje
09	Ciudad de México	0	Estatal	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														13.510835																									16.7677239055964																								Porcentaje
09	Ciudad de México	0	Estatal	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														40.54895																									34.3337458045672																								Porcentaje
09	Ciudad de México	0	Estatal	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														7.8845392																									8.96337033901848																								Porcentaje
09	Ciudad de México	0	Estatal	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.8992714																									2.79995669230706																								Porcentaje
09	Ciudad de México	0	Estatal	6207128136	Personal ocupado total. Sector 46. Comercio al por menor																																																																													624212																																		Número de personas
09	Ciudad de México	0	Estatal	6207128151	Personal ocupado total. Sector 43. Comercio al por mayor																																																																													255593																																		Número de personas
09	Ciudad de México	0	Estatal	6207129061	Estructura porcentual de personal ocupado. Hombres. Universo total																																																																																		57.5																													Porcentaje
09	Ciudad de México	0	Estatal	6207129062	Estructura porcentual de personal ocupado. Mujeres . Universo total																																																																																		42.5																													Porcentaje
09	Ciudad de México	0	Estatal	6300000259	Proporción de mujeres en el total de asalariados en el sector no agropecuario - 14 años y más; serie 1995 - 2013		ND	41.83957631	ND	41.5447647	ND	42.46339368	43.09806263	42.58430246	41.87173362	42.242893	43.8315886					45.27324901					45.27222379					45.04362927					45.84768294					46.01730828					46.2620937					46.56544067					47.51845879																																																											Porcentaje
09	Ciudad de México	002	Azcapotzalco	1007000012	Conflictos de trabajo	1762	1927	1631	1466	1648	1686	1523	1701	1470	1764	1658	1784					1813					1807					1780					1809					1750					1861					1691					1791					2100					1858					2227					2467					3065					3106					1684				2602					2219					231										Conflictos
09	Ciudad de México	002	Azcapotzalco	1007000013	Conflictos de trabajo solucionados	621	568	572	776	939	815	653	679	590	734	963	1113					1107					948					789					732					971					1066					1187					1121					1188					951					1286					1575					2317					2241					611				1050					1991					1023										Conflictos
09	Ciudad de México	002	Azcapotzalco	1007000014	Huelgas estalladas	8	25	8	2	2	1	1	3	2	0	5	2					2					3					2					1					3					3					0					1					1					1					1					0					0					1					0				0					0					0										Conflictos
09	Ciudad de México	002	Azcapotzalco	1007000015	Huelgas solucionadas	12	7	4	2	3	3	2	1	3	2	0	3					1					2					4					7					3					0					6					7					0					0					1					1					1					1					0				0					0					1										Conflictos
09	Ciudad de México	002	Azcapotzalco	5300000011	Personal ocupado total. Sector privado y paraestatal					167830					155271																	304071																																																																																				Número de personas
09	Ciudad de México	002	Azcapotzalco	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					36692					41867																	41270																																																																																				Número de personas
09	Ciudad de México	002	Azcapotzalco	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					33714					34367																	192107																																																																																				Número de personas
09	Ciudad de México	002	Azcapotzalco	5300000015	Personal ocupado total. Sector 21. Minería					8																						2																																																																																				Número de personas
09	Ciudad de México	002	Azcapotzalco	5300000016	"Personal ocupado total. Sector 22. Electricidad, agua y gas"					94																																																																																																										Número de personas
09	Ciudad de México	002	Azcapotzalco	5300000017	Personal ocupado total. Sector 23. Construcción					3382					1930																	2548																																																																																				Número de personas
09	Ciudad de México	002	Azcapotzalco	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					78275					60085																	53295																																																																																				Número de personas
09	Ciudad de México	002	Azcapotzalco	5300000019	Personal ocupado total. Sector 48-49. Transportes					15624					16065																	14711																																																																																				Número de personas
09	Ciudad de México	002	Azcapotzalco	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					41					957																	138																																																																																				Número de personas
09	Ciudad de México	002	Azcapotzalco	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														54.988899																									63.3893154869228																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														44.814402																									36.4725409923																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														95.677366																									97.3438630688211																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														43.141675																									46.1502746069127																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														56.858325																									53.8497253930874																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														34.109665																									35.2734198932783																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														96.929964																									97.8319783197832																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														94.726948																									96.9255386909848																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.1966986																									0.13814352077721																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														18.121612																									22.1985547494075																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														38.222251																									32.6751675705541																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														6.6629874																									7.5766608023031																								Porcentaje
09	Ciudad de México	002	Azcapotzalco	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.8834854																									2.27619698445701																								Porcentaje
09	Ciudad de México	003	Coyoacán	1007000012	Conflictos de trabajo	1219	1492	1447	1407	1276	1342	1367	1288	1157	1274	1309	1448					1400					1435					1248					1388					1249					1265					1206					1169					1228					1176					1374					1304					1465					1481					483				1319					1321					110										Conflictos
09	Ciudad de México	003	Coyoacán	1007000013	Conflictos de trabajo solucionados	426	433	568	783	691	615	550	535	495	640	659	786					813					724					506					453					599					592					588					594					594					506					642					710					863					1021					114				282					983					603										Conflictos
09	Ciudad de México	003	Coyoacán	1007000014	Huelgas estalladas	2	3	3	1	0	2	3	1	0	0	1	3					1					0					0					0					1					0					0					0					3					4					3					0					0					0					0				0					0					0										Conflictos
09	Ciudad de México	003	Coyoacán	1007000015	Huelgas solucionadas	1	2	0	3	1	3	2	1	1	1	0	2					1					2					1					4					1					0					1					0					0					4					3					4					0					0					0				0					0					0										Conflictos
09	Ciudad de México	003	Coyoacán	5300000011	Personal ocupado total. Sector privado y paraestatal					143119					144496																	149926																																																																																				Número de personas
09	Ciudad de México	003	Coyoacán	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					33126					38305																	39787																																																																																				Número de personas
09	Ciudad de México	003	Coyoacán	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					53830					67831																	70171																																																																																				Número de personas
09	Ciudad de México	003	Coyoacán	5300000014	Personal ocupado total. Sector 11. Pesca y acuicultura					2																																																																																																										Número de personas
09	Ciudad de México	003	Coyoacán	5300000015	Personal ocupado total. Sector 21. Minería					23																																																																																																										Número de personas
09	Ciudad de México	003	Coyoacán	5300000016	"Personal ocupado total. Sector 22. Electricidad, agua y gas"					65																																																																																																										Número de personas
09	Ciudad de México	003	Coyoacán	5300000017	Personal ocupado total. Sector 23. Construcción					11859					3874																	2589																																																																																				Número de personas
09	Ciudad de México	003	Coyoacán	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					28129					25580																	23059																																																																																				Número de personas
09	Ciudad de México	003	Coyoacán	5300000019	Personal ocupado total. Sector 48-49. Transportes					6948					2668																	4055																																																																																				Número de personas
09	Ciudad de México	003	Coyoacán	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					9137					6238																	10265																																																																																				Número de personas
09	Ciudad de México	003	Coyoacán	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														55.065055																									62.5980256990018																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														43.87657																									37.2017867975514																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														96.467081																									97.3634983422754																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														44.191916																									47.0347432068529																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														55.808084																									52.9652567931471																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														35.651716																									35.6429185567316																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														96.806094																									97.8097723611753																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														96.198632																									96.9671935728899																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														1.0583754																									0.200187503446755																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														17.191963																									22.6427307855752																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														35.747944																									29.6465949183195																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														8.7105488																									9.06094656428197																								Porcentaje
09	Ciudad de México	003	Coyoacán	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.6978278																									3.00680917509166																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	1007000012	Conflictos de trabajo	138	193	223	241	222	275	259	255	272	363	333	400					391					446					509					590					644					604					698					684					792					847					903					1046					1000					1041					464				974					875					103										Conflictos
09	Ciudad de México	004	Cuajimalpa de Morelos	1007000013	Conflictos de trabajo solucionados	45	55	82	127	132	114	118	96	100	133	170	192					222					190					176					203					314					312					298					367					405					351					428					497					550					694					114				261					664					453										Conflictos
09	Ciudad de México	004	Cuajimalpa de Morelos	1007000014	Huelgas estalladas	0	0	1	0	0	0	0	0	0	0	0	0					0					1					2					0					0					1					0					0					1					0					0					0					0					0					0				0					0					0										Conflictos
09	Ciudad de México	004	Cuajimalpa de Morelos	1007000015	Huelgas solucionadas	0	0	0	0	0	0	0	0	0	0	0	2					0					1					0					1					0					0					0					1					0					0					0					0					0					0					0				0					0					0										Conflictos
09	Ciudad de México	004	Cuajimalpa de Morelos	5300000011	Personal ocupado total. Sector privado y paraestatal					29131					44305																	100976																																																																																				Número de personas
09	Ciudad de México	004	Cuajimalpa de Morelos	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					10496					13808																	18594																																																																																				Número de personas
09	Ciudad de México	004	Cuajimalpa de Morelos	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					12780					24258																	64582																																																																																				Número de personas
09	Ciudad de México	004	Cuajimalpa de Morelos	5300000015	Personal ocupado total. Sector 21. Minería					22					8																	46																																																																																				Número de personas
09	Ciudad de México	004	Cuajimalpa de Morelos	5300000016	"Personal ocupado total. Sector 22. Electricidad, agua y gas"																											2																																																																																				Número de personas
09	Ciudad de México	004	Cuajimalpa de Morelos	5300000017	Personal ocupado total. Sector 23. Construcción					2074					392																	2784																																																																																				Número de personas
09	Ciudad de México	004	Cuajimalpa de Morelos	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					3277					3129																	5588																																																																																				Número de personas
09	Ciudad de México	004	Cuajimalpa de Morelos	5300000019	Personal ocupado total. Sector 48-49. Transportes					263					281																	1740																																																																																				Número de personas
09	Ciudad de México	004	Cuajimalpa de Morelos	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					219					2429																	7640																																																																																				Número de personas
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														57.194904																									65.7746858712223																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														42.462772																									33.8169329583418																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														97.326963																									98.2009572580915																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														40.160746																									45.559293101717																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														59.839254																									54.440706898283																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														41.823103																									42.6264993571277																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														97.655418																									98.6776130916304																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														97.106523																									97.8020626796391																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.3423234																									0.408381170435845																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														6.7617759																									9.62192601272724																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														42.607682																									37.1043080578748																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														7.1706208																									8.51032664420683																								Porcentaje
09	Ciudad de México	004	Cuajimalpa de Morelos	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														1.6368191																									2.13693992806341																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	1007000012	Conflictos de trabajo	1841	1984	1874	1823	1499	1503	1504	1575	1419	1591	1627	1600					1561					1522					1413					1717					1761					1688					1415					1431					1618					1293					1508					1453					1455					1568					612				1560					1585					161										Conflictos
09	Ciudad de México	005	Gustavo A. Madero	1007000013	Conflictos de trabajo solucionados	586	638	636	1067	946	758	655	631	612	718	854	852					849					714					498					510					820					797					691					713					764					649					683					758					911					1088					133				337					1150					755										Conflictos
09	Ciudad de México	005	Gustavo A. Madero	1007000014	Huelgas estalladas	11	9	9	3	3	3	1	1	0	0	0	1					6					5					2					3					0					3					3					1					4					2					4					1					0					0					0				1					0					0										Conflictos
09	Ciudad de México	005	Gustavo A. Madero	1007000015	Huelgas solucionadas	7	1	4	8	4	6	2	3	1	1	0	0					4					5					3					6					2					1					3					4					0					2					1					4					2					3					0				0					0					2										Conflictos
09	Ciudad de México	005	Gustavo A. Madero	5300000011	Personal ocupado total. Sector privado y paraestatal					171827					173562																	184885																																																																																				Número de personas
09	Ciudad de México	005	Gustavo A. Madero	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					53819					61431																	68701																																																																																				Número de personas
09	Ciudad de México	005	Gustavo A. Madero	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					57890					62649																	69100																																																																																				Número de personas
09	Ciudad de México	005	Gustavo A. Madero	5300000015	Personal ocupado total. Sector 21. Minería					32																																																																																																										Número de personas
09	Ciudad de México	005	Gustavo A. Madero	5300000017	Personal ocupado total. Sector 23. Construcción					2910					1844																	2726																																																																																				Número de personas
09	Ciudad de México	005	Gustavo A. Madero	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					45864					37310																	33982																																																																																				Número de personas
09	Ciudad de México	005	Gustavo A. Madero	5300000019	Personal ocupado total. Sector 48-49. Transportes					11257					10195																	10074																																																																																				Número de personas
09	Ciudad de México	005	Gustavo A. Madero	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					55					133																	302																																																																																				Número de personas
09	Ciudad de México	005	Gustavo A. Madero	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														53.184193																									61.3402527299699																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														46.604129																									38.481437197049																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														95.572244																									97.5824350031706																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														40.2806																									44.3668875286323																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														59.7194																									55.6331124713678																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														33.614184																									35.4154311087274																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														96.664953																									98.0650383382737																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														94.835214																									97.1975633514095																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.211678																									0.178310072981112																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														14.879568																									17.4599163516531																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														42.145612																									34.8473752881536																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														6.7010456																									9.46613582800002																								Porcentaje
09	Ciudad de México	005	Gustavo A. Madero	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.6595896																									2.81114142346589																								Porcentaje
09	Ciudad de México	006	Iztacalco	1007000012	Conflictos de trabajo	1107	1176	966	937	1006	967	972	1046	1068	1168	1100	1053					947					892					806					963					809					879					886					817					871					802					997					918					934					905					394				957					1043					96										Conflictos
09	Ciudad de México	006	Iztacalco	1007000013	Conflictos de trabajo solucionados	296	431	445	523	516	489	453	443	413	534	596	583					589					461					338					305					451					404					436					497					428					385					437					466					567					588					86				213					764					476										Conflictos
09	Ciudad de México	006	Iztacalco	1007000014	Huelgas estalladas	6	5	3	4	2	1	0	0	0	1	3	5					1					0					0					2					1					0					0					2					0					1					1					0					0					1					0				0					0					0										Conflictos
09	Ciudad de México	006	Iztacalco	1007000015	Huelgas solucionadas	1	4	2	1	1	1	0	0	2	0	1	1					2					1					0					1					3					3					3					3					0					0					2					2					1					0					0				0					0					0										Conflictos
09	Ciudad de México	006	Iztacalco	5300000011	Personal ocupado total. Sector privado y paraestatal					112264					114132																	101593																																																																																				Número de personas
09	Ciudad de México	006	Iztacalco	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					23117					24857																	26386																																																																																				Número de personas
09	Ciudad de México	006	Iztacalco	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					23789					26037																	26675																																																																																				Número de personas
09	Ciudad de México	006	Iztacalco	5300000016	"Personal ocupado total. Sector 22. Electricidad, agua y gas"					12983					11887																	10196																																																																																				Número de personas
09	Ciudad de México	006	Iztacalco	5300000017	Personal ocupado total. Sector 23. Construcción					1483					842																	1119																																																																																				Número de personas
09	Ciudad de México	006	Iztacalco	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					49018					47508																	33893																																																																																				Número de personas
09	Ciudad de México	006	Iztacalco	5300000019	Personal ocupado total. Sector 48-49. Transportes					1873					2982																	3268																																																																																				Número de personas
09	Ciudad de México	006	Iztacalco	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					1					19																	56																																																																																				Número de personas
09	Ciudad de México	006	Iztacalco	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														55.129288																									64.1360883302346																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														44.684662																									35.6805557139761																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														95.515732																									97.5501856256808																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														41.47989																									45.7732921325834																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														58.52011																									54.2267078674166																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														33.832204																									36.1819286159551																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														95.514051																									98.0077901137434																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														95.516923																									97.1639172214752																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.1860496																									0.183355955789258																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														15.178686																									18.271981842303																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														41.262133																									34.3349903297476																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														6.7250066																									8.18854594568675																								Porcentaje
09	Ciudad de México	006	Iztacalco	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														3.0019708																									3.02255326630756																								Porcentaje
09	Ciudad de México	007	Iztapalapa	1007000012	Conflictos de trabajo	1957	2118	1950	1708	1705	1582	1537	1813	1850	2098	2012	2118					2120					2098					2161					2227					1985					2081					2012					2295					2552					2288					2293					2446					2455					2245					1010				2223					2155					220										Conflictos
09	Ciudad de México	007	Iztapalapa	1007000013	Conflictos de trabajo solucionados	646	705	763	1118	978	866	716	710	758	905	1043	1069					1169					1044					875					694					966					907					1075					1239					1272					1152					1192					1398					1521					1597					261				498					1590					950										Conflictos
09	Ciudad de México	007	Iztapalapa	1007000014	Huelgas estalladas	13	13	15	6	3	1	0	3	2	9	1	2					2					2					1					3					3					2					0					2					2					2					2					1					1					2					0				0					0					1										Conflictos
09	Ciudad de México	007	Iztapalapa	1007000015	Huelgas solucionadas	7	5	2	5	8	10	0	2	2	3	2	2					2					4					0					5					3					1					3					2					0					2					3					3					2					0					0				2					0					4										Conflictos
09	Ciudad de México	007	Iztapalapa	5300000011	Personal ocupado total. Sector privado y paraestatal					253829					266179																	294297																																																																																				Número de personas
09	Ciudad de México	007	Iztapalapa	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					93821					101217																	114381																																																																																				Número de personas
09	Ciudad de México	007	Iztapalapa	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					62486					71263																	92147																																																																																				Número de personas
09	Ciudad de México	007	Iztapalapa	5300000014	Personal ocupado total. Sector 11. Pesca y acuicultura					23																																																																																																										Número de personas
09	Ciudad de México	007	Iztapalapa	5300000015	Personal ocupado total. Sector 21. Minería					169					97																	76																																																																																				Número de personas
09	Ciudad de México	007	Iztapalapa	5300000017	Personal ocupado total. Sector 23. Construcción					5263					1706																	3404																																																																																				Número de personas
09	Ciudad de México	007	Iztapalapa	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					82508					73303																	73557																																																																																				Número de personas
09	Ciudad de México	007	Iztapalapa	5300000019	Personal ocupado total. Sector 48-49. Transportes					9312					7612																	10306																																																																																				Número de personas
09	Ciudad de México	007	Iztapalapa	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					247					10981																	426																																																																																				Número de personas
09	Ciudad de México	007	Iztapalapa	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														54.932236																									63.5073697081007																								Porcentaje
09	Ciudad de México	007	Iztapalapa	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														44.881311																									36.3244451437828																								Porcentaje
09	Ciudad de México	007	Iztapalapa	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														95.239122																									97.8844242077761																								Porcentaje
